path,type,likely_timeline,likely_stage,purpose,key_evidence,release_grade_evidence,historical_or_exploratory_only,superseded,cite_in_final_paper,caveats,confidence
reports/public_release/release_manifest.json,report_json,final launch,Phase K / launch package,Machine-readable benchmark/report artifact.,total_cells=1500,True,False,False,True,,high
reports/public_release/repro_command.sh,script,final launch,Phase K / launch package,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
reports/repro_command.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
reports/scale_7b/leaderboard.csv,benchmark_output,unknown,,Tabular benchmark output (CSV).,,True,False,False,True,,high
reports/scale_7b/leaderboard.json,report_json,unknown,,Machine-readable benchmark/report artifact.,deterministic_mode=False; status=leaderboard_complete,True,False,False,True,,high
reports/scale_7b/leaderboard.md,doc,unknown,,Documentation / supporting note.,,True,False,False,True,,high
reports/scale_7b/raw.json,report_json,unknown,,Machine-readable benchmark/report artifact.,total_cells=1500; exactkv_failures=0; deterministic_mode=False; status=benchmark_complete,True,False,False,True,,high
reports/scale_7b/scale_summary.json,report_json,unknown,,Machine-readable benchmark/report artifact.,total_cells=1500; exactkv_failures=0; deterministic_mode=False; status=scale_benchmark_complete,True,False,False,True,,high
reports/visuals/exp117/boundary_overlay.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/exp117/exp117_manifest.json,report_json,V-lineage,Experiment (research arc),Machine-readable benchmark/report artifact.,status=visualization_complete,False,True,False,False,,medium
reports/visuals/exp117/interaction_heatmaps.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/exp117/length_sensitivity.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/exp117/model_comparison.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/exp117/phase_diagram.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/exp117/stability_surface.png,plot,V-lineage,Experiment (research arc),Visual asset (plot/figure/video frame).,,False,True,False,False,,medium
reports/visuals/phaseC/acceptance_divergence_curve.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseC/compression_failure_heatmap.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseC/first_divergence_map.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseC/phaseC_visual_synthesis.json,report_json,Phase-lineage,Formal Phase A-K pipeline,Machine-readable benchmark/report artifact.,,False,False,False,False,,medium
reports/visuals/phaseD/divergence_compression_curve.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseD/layer_drift_heatmap.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseD/memory_proxy_bars.png,plot,unknown,,Visual asset (plot/figure/video frame).,,False,False,False,False,,low
reports/visuals/phaseD/phaseD_visual_manifest.json,report_json,Phase-lineage,Formal Phase A-K pipeline,Machine-readable benchmark/report artifact.,,False,False,False,False,,medium
run_exp065_remote.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/analysis/run_exp116_instability_regime_extraction.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/analysis/run_exp117_instability_visualization_engine.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/audit_public_claims.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/build_launch_pack.py,script,final launch,Phase K / launch package,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/build_project_lineage.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_docs_links.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_launch_pack.py,script,final launch,Phase K / launch package,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_no_secrets.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_project_lineage.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_public_release.py,script,final launch,Phase K / launch package,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_release_evidence.py,script,release gate,Gate R0/R1/R2,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/check_report_hygiene.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/debug_lc003_span_failure.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/debug_lc003_span_logits.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/demo_exactkv_live_correction.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/diagnose_throughput_methodology.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/exactkv.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/exactkv_leaderboard.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/exactkv_repro.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/exactkv_terminal_crash_test.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/exactkv_terminal_longbench_drift.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/kvpress_research_scratch.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/probe_shard_external_drafter.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/probe_spectralquant.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/record_terminal_demo.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/render_exactkv_crash_test_video.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/render_public_visuals_036.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/repro_all.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/exp030_diagnostic_timing_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp031_gpu_memory_isolation_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp033_llama31_8b_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp038_shard_probe_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp039_shard_stress_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp040_shard_ablation_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp041_shard_combined_stress_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/exp056_cuda_restored_verifier_runtime_gate_runpod.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/experiment_032_addendum_shard_spectralquant.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/experiment_032_snapkv_shardkv_feasibility.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/kivi_cuda_triton_exp024_inspect.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/kivi_cuda_triton_exp024_prep.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/kivi_cuda_triton_exp024_runpod_execute.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/kivi_kvquant_phase_d1_inspect.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_exp023_runpod_prep.sh,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/kvquant_phase_d4_inspect.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_commands.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_d4b_execute.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_forward_check.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_synthetic_calib.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_synthetic_calib_15b.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/kvquant_runpod_write_results.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/performance_memory_boundary_inspect.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/run_exp039_shard_stress_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp040_shard_ablation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp041_shard_combined_stress.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp043_spectralquant_real_kv_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp044_spectralquant_adapter_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp045_spectralquant_restricted_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp046_full_kv_restore_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp047_full_kv_restore_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp048_offline_verifier_restore_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp049_offline_verifier_lossy_draft.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp050_offline_restored_verifier_drift_stress.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp051_offline_verifier_cuda_drift_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp052_restored_verifier_runner_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp053_restored_verifier_runner_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp054_experimental_restored_verifier_runtime.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp055_experimental_restored_verifier_cli.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp056_cuda_restored_verifier_runtime_gate.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp057_gpu_memory_accounting.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp058_expanded_gpu_memory_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp059_vllm_feasibility_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp060_vllm_venv_feasibility.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp061_vllm_version_sweep.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp062_vllm_container_feasibility.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp063_vllm_api_surface_recon.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp064_vllm_kv_visibility_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp065_idle_vllm_object_kv_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp068_qwen_rope_long_context_attention_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp069_multilayer_attention_drift_accumulation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp070_streaming_multilayer_numerics_audit.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp071_full_prefix_logit_drift_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp072_full_depth_divergence_trace.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp073_qwen_family_divergence_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp074_attention_tolerance_policy_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp075_generation_shadow_wiring_review.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp076_generation_shadow_observer_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp077_generation_shadow_prompt_plus_generated_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp078_generation_shadow_expanded_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp079_decode_prefix_ladder_shadow_observer.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp080_round_log_shadow_observer.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp081_live_round_observer_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp082_live_observer_shadow_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp083_guarded_decode_time_shadow_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp084_guarded_decode_time_shadow_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp085_phase16_closeout_summary.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp086_claim_safe_demo_packaging.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp087_broader_model_validation_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp088_long_context_validation_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp089_integration_design_review.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp090_integration_safety_spec.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp091_guarded_draft_shadow_no_commit_scaffold.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp092_guarded_draft_shadow_panel_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp093_shadow_top1_extraction_hardening.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp094_shadow_proposal_provenance_audit.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp095_round_log_draft_proposal_source.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp096_round_log_proposal_source_comparison_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp097_l3_promoted_source_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp098_pre_l4_safety_gate_review.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp099_l4_verifier_mediated_design_spec.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp100_l4_contract_tests_no_runtime.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp101_l4_integration_plan_review.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp102_l4_noop_opt_in_scaffold.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp103_l4_noop_scaffold_panel_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp104_l4_trace_only_dry_run_design.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp105_l4_trace_only_dry_run_scaffold.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp106_l4_trace_only_dry_run_panel_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp107_l4_verifier_evidence_trace_schema_design.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp108_l4_verifier_evidence_trace_schema_scaffold.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp109_l4_verifier_trace_schema_example_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp110_l4_trace_schema_adversarial_injection_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp111_l4_verifier_runtime_instrumentation_design.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp112_l4_stage3_verifier_mediated_dry_run_design.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp113_l4_stage3_verifier_mediated_dry_run_scaffold.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp114_l4_minimal_runtime_coupling_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_exp115_l4_runtime_coupling_stress_panel.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/run_experiment_032b_snapkv_experimental_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/research/turboquant_llamacpp_phase1_commands.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/turboquant_phase_a_inspect.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/turboquant_production_phase1_inspect.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/turboquant_production_toolchain_prep.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/research/turboquant_production_toolchain_resume.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_experiment_005_kvpress_knorm.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_007_serving_context.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_008_turboquant_python.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_009_kivi_offline.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_010_kvquant_sim.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_011_larger_model_validation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_012_eval_suite_expansion.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_013_sensitivity_forensics.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_014_real_backend_spotchecks.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_015_qwen15b_v10_suites.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_016_qwen3b_v10_suites.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_017_serving_sidecar_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_018_gpu_memory_pilot.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_019_divergence_autopsy.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_020_repair_policy_pilot.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_022_turboquant_llamacpp_probe.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_023_kvquant_larger_model.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_025_full_suite_repair_policy.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_026_attention_logging_feasibility.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_028_span_verification_smoke.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_029_span_verification_grid.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_030_diagnostic_timing.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_030b_span_parity_investigation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_031_gpu_memory_isolation.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_033_llama31_8b_small_suite.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_experiment_034_killer_correction_demo.py,script,V-lineage,Experiment (research arc),"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/run_leaderboard.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_novelty_audit.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_a_scale_benchmark.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_c_publication.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_d_runtime_probe.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_e_kernel_demo.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_f_kernel_benchmark.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_phase_g_unified_truth_engine.py,script,Phase-lineage,Formal Phase A-K pipeline,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/run_scale_7b_benchmark.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/search_experiment_034b_semantic_correction_demo.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/search_longbench_style_drift_demo.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/setup/setup_vllm_venv_runpod.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/setup/sweep_vllm_versions_runpod.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
scripts/smoke_test.sh,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/validate_v10_prompt_suites.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,False,False,False,,high
scripts/visualize_experiment_035.py,script,unknown,,"Executable experiment, benchmark, or tooling script.",,False,True,False,False,,high
